,ACTION,TAXONOMY,PRICE_FORMING_CONTINUATION_DATA,CLEARED,INDICATION_OF_COLLATERALIZATION,PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,z_PRICE_NOTATION,PRICE_NOTATION_BIN,z_ROUNDED_NOTIONAL_AMOUNT_1,ROUNDED_NOTIONAL_AMOUNT_1_BIN
158197,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.7275,45000000.0,0.21819200861363044,"(0.721, 1.442]",0.2656193624163859,"(44000004.0, 46200003.95]"
158198,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7275,25000000.0,0.21819200861363044,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158224,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7275,32000000.0,0.21819200861363044,"(0.721, 1.442]",0.49711365619629333,"(30800004.3, 33000004.25]"
158225,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7275,32000000.0,0.21819200861363044,"(0.721, 1.442]",0.49711365619629333,"(30800004.3, 33000004.25]"
158281,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,PC,0.7275,25000000.0,0.21819200861363044,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158282,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7275,25000000.0,0.21819200861363044,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158302,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.73,75000000.0,0.21807951248144186,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
158304,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7275,25000000.0,0.21819200861363044,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158305,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7275,75000000.0,0.21819200861363044,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
158320,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7275,32000000.0,0.21819200861363044,"(0.721, 1.442]",0.49711365619629333,"(30800004.3, 33000004.25]"
158326,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.28,30000000.0,0.23832881627538532,"(-0.0721, 0.721]",0.5327281629316637,"(28600004.35, 30800004.3]"
158329,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,23000000.0,0.21807951248144186,"(0.721, 1.442]",0.65737893650546,"(22000004.5, 24200004.45]"
158349,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.73,150000000.0,0.21807951248144186,"(0.721, 1.442]",1.6041422411905586,"(149600001.6, 151800001.55]"
158355,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.731875,110000000.0,0.21799514038230042,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158381,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7288899999999999,25000000.0,0.21812946076413361,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158386,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.73,54000000.0,0.21807951248144186,"(0.721, 1.442]",0.10535408210721921,"(52800003.8, 55000003.75]"
158391,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,130000000.0,0.21807951248144186,"(0.721, 1.442]",1.2479971738368547,"(129800002.05, 132000002.0]"
158460,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7275,11000000.0,0.21819200861363044,"(0.721, 1.442]",0.8710659769176822,"(8800004.8, 11000004.75]"
158480,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7475,110000000.0,0.21729203955612184,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158481,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7475,130000000.0,0.21729203955612184,"(0.721, 1.442]",1.2479971738368547,"(129800002.05, 132000002.0]"
158501,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7288899999999999,25000000.0,0.21812946076413361,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158504,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.72625,50000000.0,0.21824825667972472,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
158505,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7284,50000000.0,0.21815151000604258,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
158578,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,UC,0.640625,110000000.0,0.22210124920718344,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
158579,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.73,110000000.0,0.21807951248144186,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158583,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.72625,10000000.0,0.21824825667972472,"(0.721, 1.442]",0.8888732302853674,"(8800004.8, 11000004.75]"
158585,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.7262000000000001,12000000.0,0.2182505066023685,"(0.721, 1.442]",0.853258723549997,"(11000004.75, 13200004.7]"
158601,NEW,Credit:Index:CDX:CDXIG,Trade,U,FC,0.7277,1000000.0,0.21818300892305534,"(0.721, 1.442]",1.0491385105945341,"(-219994.995, 2200004.95]"
158604,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,23000000.0,0.21807951248144186,"(0.721, 1.442]",0.65737893650546,"(22000004.5, 24200004.45]"
158605,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,23000000.0,0.21807951248144186,"(0.721, 1.442]",0.65737893650546,"(22000004.5, 24200004.45]"
158606,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,130000000.0,0.21807951248144186,"(0.721, 1.442]",1.2479971738368547,"(129800002.05, 132000002.0]"
158607,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.73,130000000.0,0.21807951248144186,"(0.721, 1.442]",1.2479971738368547,"(129800002.05, 132000002.0]"
158608,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7254999999999999,50000000.0,0.2182820055193813,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
158609,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.7275,25000000.0,0.21819200861363044,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158616,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.72911,25000000.0,0.218119561104501,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
158638,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.729362,1000000.0,0.2181082214943764,"(0.721, 1.442]",1.0491385105945341,"(-219994.995, 2200004.95]"
158639,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.726726,1000000.0,0.21822683741615603,"(0.721, 1.442]",1.0491385105945341,"(-219994.995, 2200004.95]"
158640,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.729425,1000000.0,0.21810538659184525,"(0.721, 1.442]",1.0491385105945341,"(-219994.995, 2200004.95]"
158783,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.886875,110000000.0,0.21102038018660882,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158791,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.886875,110000000.0,0.21102038018660882,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158821,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.886875,110000000.0,0.21102038018660882,"(0.721, 1.442]",0.8918521064831512,"(107800002.55, 110000002.5]"
158824,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.73,75000000.0,0.21807951248144186,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
158825,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,UC,0.73,75000000.0,0.21807951248144186,"(0.721, 1.442]",0.2685982386141697,"(74800003.3, 77000003.25]"
158853,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.73,200000000.0,0.21807951248144186,"(0.721, 1.442]",2.4945049095748177,"(198000000.5, 200200000.45]"
158855,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,1.131875,50000000.0,0.1999957592321285,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
158942,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.73,7000000.0,0.21807951248144186,"(0.721, 1.442]",0.942294990388423,"(6600004.85, 8800004.8]"
159033,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,1.131875,50000000.0,0.1999957592321285,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
159034,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,1.131875,50000000.0,0.1999957592321285,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
159042,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7265,22000000.0,0.2182370070665059,"(0.721, 1.442]",0.6751861898731452,"(19800004.55, 22000004.5]"
159046,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7269840000000001,15000000.0,0.2182152278153142,"(0.721, 1.442]",0.7998369634469414,"(13200004.7, 15400004.65]"
159175,NEW,Credit:Index:CDX:CDXIG,Trade,U,UC,0.6443000000000001,1000000.0,0.2219358798928662,"(-0.0721, 0.721]",1.0491385105945341,"(-219994.995, 2200004.95]"
159200,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.64625,19000000.0,0.22184813290975913,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
159214,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.5695,110000000.0,0.2253017641679484,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
159215,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6475,100000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
159218,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.64625,7000000.0,0.22184813290975913,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
159220,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6475,100000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
159221,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.5695,110000000.0,0.2253017641679484,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
159239,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.5,50000000.0,0.22842915664279076,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159275,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.64625,19000000.0,0.22184813290975913,"(-0.0721, 0.721]",0.7286079499762007,"(17600004.6, 19800004.55]"
159276,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.64625,7000000.0,0.22184813290975913,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
159278,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6475,25000000.0,0.22179188484366485,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
159282,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,1.0375,600000.0,0.2042424882222472,"(0.721, 1.442]",1.056261411941608,"(-219994.995, 2200004.95]"
159283,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,FC,0.614,7000000.0,0.22329933301499175,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
159284,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,FC,0.614,7000000.0,0.22329933301499175,"(-0.0721, 0.721]",0.942294990388423,"(6600004.85, 8800004.8]"
159290,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,FC,0.65,53000000.0,0.22167938871147624,"(-0.0721, 0.721]",0.12316133547490439,"(52800003.8, 55000003.75]"
159293,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,FC,0.65,53000000.0,0.22167938871147624,"(-0.0721, 0.721]",0.12316133547490439,"(52800003.8, 55000003.75]"
159305,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.656875,50000000.0,0.2213700243479577,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159311,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6575,50000000.0,0.22134190031491055,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159368,NEW,Credit:Index:CDX:CDXHY,Trade,C,UC,5.0,40000000.0,0.02593611870335625,"(4.328, 5.049]",0.3546556292548118,"(39600004.1, 41800004.05]"
159375,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.627,25000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
159376,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.62875,50000000.0,0.22263560583507916,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159382,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.62875,100000000.0,0.22263560583507916,"(-0.0721, 0.721]",0.7137795728062993,"(99000002.75, 101200002.7]"
159384,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.62875,25000000.0,0.22263560583507916,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
159410,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.62875,75000000.0,0.22263560583507916,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
159415,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6275,50000000.0,0.22269185390117346,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159426,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.63,110000000.0,0.22257935776898488,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
159479,NEW,Credit:Index:CDX:CDXIG,Novation,U,UC,0.626,75000000.0,0.22275935158048657,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
159493,NEW,Credit:Index:CDX:CDXIG,Novation,C,FC,0.63,110000000.0,0.22257935776898488,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
159502,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.6275,75000000.0,0.22269185390117346,"(-0.0721, 0.721]",0.2685982386141697,"(74800003.3, 77000003.25]"
159533,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.629375,25000000.0,0.22260748180203202,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
159550,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.87,36000000.0,0.21177972907888168,"(0.721, 1.442]",0.42588464272555254,"(35200004.2, 37400004.15]"
159556,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.28,36000000.0,0.23832881627538532,"(-0.0721, 0.721]",0.42588464272555254,"(35200004.2, 37400004.15]"
159560,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.405,13000000.0,0.23270400966595658,"(-0.0721, 0.721]",0.8354514701823118,"(11000004.75, 13200004.7]"
159561,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.336,57000000.0,0.23580890291436124,"(-0.0721, 0.721]",0.05193232200416365,"(55000003.75, 57200003.7]"
159598,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.627,25000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
159599,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,PC,0.627,16000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
159610,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.63,50000000.0,0.22257935776898488,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159624,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.627,16000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
159625,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.627,16000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
159626,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.627,16000000.0,0.22271435312761118,"(-0.0721, 0.721]",0.7820297100792563,"(15400004.65, 17600004.6]"
159661,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.630625,50000000.0,0.22255123373593771,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
159664,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.61,28000000.0,0.22347932682649346,"(-0.0721, 0.721]",0.5683426696670341,"(26400004.4, 28600004.35]"
159704,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.61,29000000.0,0.22347932682649346,"(-0.0721, 0.721]",0.5505354162993489,"(28600004.35, 30800004.3]"
159706,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.34,46000000.0,0.23562890910285955,"(-0.0721, 0.721]",0.2478121090487007,"(44000004.0, 46200003.95]"
159725,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.33,150000000.0,0.23607889363161383,"(-0.0721, 0.721]",1.6041422411905586,"(149600001.6, 151800001.55]"
159727,CANCEL,Credit:Index:CDX:CDXHY,Trade,C,UC,5.0,40000000.0,0.02593611870335625,"(4.328, 5.049]",0.3546556292548118,"(39600004.1, 41800004.05]"
159728,NEW,Credit:Index:CDX:CDXHY,Trade,C,UC,5.0,40000000.0,0.02593611870335625,"(4.328, 5.049]",0.3546556292548118,"(39600004.1, 41800004.05]"
159752,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,UC,0.33,150000000.0,0.23607889363161383,"(-0.0721, 0.721]",1.6041422411905586,"(149600001.6, 151800001.55]"
159753,CORRECT,Credit:Index:CDX:CDXIG,Trade,C,UC,0.33,150000000.0,0.23607889363161383,"(-0.0721, 0.721]",1.6041422411905586,"(149600001.6, 151800001.55]"
159764,NEW,Credit:Index:CDX:CDXIG,Novation,C,UC,0.87,24000000.0,0.21177972907888168,"(0.721, 1.442]",0.6395716831377748,"(22000004.5, 24200004.45]"
159765,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.47,110000000.0,0.22977911022905367,"(-0.0721, 0.721]",0.8918521064831512,"(107800002.55, 110000002.5]"
159766,NEW,Credit:Index:CDX:CDXHY,Trade,C,FC,5.0,25000000.0,0.02593611870335625,"(4.328, 5.049]",0.6217644297700896,"(24200004.45, 26400004.4]"
159767,NEW,Credit:Index:CDX:CDXIG,Novation,C,UC,0.28,24000000.0,0.23832881627538532,"(-0.0721, 0.721]",0.6395716831377748,"(22000004.5, 24200004.45]"
159776,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.1975,200000000.0,0.24204118863760832,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
159777,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,PC,0.33,140000000.0,0.23607889363161383,"(-0.0721, 0.721]",1.4260697075137068,"(138600001.85, 140800001.8]"
159794,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.33,140000000.0,0.23607889363161383,"(-0.0721, 0.721]",1.4260697075137068,"(138600001.85, 140800001.8]"
159953,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
159954,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
159955,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
160009,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.717841,85000000.0,0.21862664866995424,"(-0.0721, 0.721]",0.44667077229102153,"(83600003.1, 85800003.05]"
160069,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.65,50000000.0,0.22167938871147624,"(-0.0721, 0.721]",0.17658309557795995,"(48400003.9, 50600003.85]"
160112,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.74125,62000000.0,0.2175732798865933,"(0.721, 1.442]",0.03710394483426228,"(61600003.6, 63800003.55]"
160128,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.741881,100000000.0,0.21754488586282889,"(0.721, 1.442]",0.7137795728062993,"(99000002.75, 101200002.7]"
160147,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.73,40000000.0,0.21807951248144186,"(0.721, 1.442]",0.3546556292548118,"(39600004.1, 41800004.05]"
160149,NEW,Credit:Index:CDX:CDXIG,Trade,C,UC,0.7375,50000000.0,0.21774202408487617,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
160212,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,1.145,14000000.0,0.1994051545381385,"(0.721, 1.442]",0.8176442168146266,"(13200004.7, 15400004.65]"
160217,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.6655,280000.0,0.22098191269190712,"(-0.0721, 0.721]",1.0619597330192674,"(-219994.995, 2200004.95]"
160218,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.6655,280000.0,0.22098191269190712,"(-0.0721, 0.721]",1.0619597330192674,"(-219994.995, 2200004.95]"
160222,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.6655,280000.0,0.22098191269190712,"(-0.0721, 0.721]",1.0619597330192674,"(-219994.995, 2200004.95]"
160225,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,FC,1.15375,14000000.0,0.19901141807547845,"(0.721, 1.442]",0.8176442168146266,"(13200004.7, 15400004.65]"
160226,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.748402,25000000.0,0.2172514509516282,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
160228,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.4975,25000000.0,0.22854165277497934,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
160229,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.4975,25000000.0,0.22854165277497934,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
160233,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.3475,25000000.0,0.2352914207062938,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
160235,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160253,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
160254,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
160255,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
160259,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160261,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160268,CANCEL,Credit:Index:CDX:CDXIG,Trade,C,UC,0.7375,50000000.0,0.21774202408487617,"(0.721, 1.442]",0.17658309557795995,"(48400003.9, 50600003.85]"
160271,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160299,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.44625,200000000.0,0.23084782348484512,"(-0.0721, 0.721]",2.4945049095748177,"(198000000.5, 200200000.45]"
160328,NEW,Credit:Index:CDX:CDXIG,Trade,C,PC,0.7425,25000000.0,0.21751703182049903,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
160330,CORRECT,Credit:Index:CDX:CDXIG,Trade,U,UC,0.7225,3000000.0,0.21841700087800758,"(0.721, 1.442]",1.0135240038591637,"(2200004.95, 4400004.9]"
160355,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7165,2000000.0,0.2186869915952602,"(-0.0721, 0.721]",1.031331257226849,"(-219994.995, 2200004.95]"
160409,CANCEL,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160412,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.3025,60000000.0,0.23731635108568816,"(-0.0721, 0.721]",0.0014894380988919058,"(59400003.65, 61600003.6]"
160418,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.748402,25000000.0,0.2172514509516282,"(0.721, 1.442]",0.6217644297700896,"(24200004.45, 26400004.4]"
160421,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,0.255,33000000.0,0.23945377759727107,"(-0.0721, 0.721]",0.47930640282860815,"(30800004.3, 33000004.25]"
160464,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160465,NEW,Credit:Index:CDX:CDXIG,Partialtermination,U,PC,0.7387,460000.0,0.21768802594142564,"(0.721, 1.442]",1.058754427413084,"(-219994.995, 2200004.95]"
160480,NEW,Credit:Index:CDX:CDXIG,Trade,C,FC,1.15375,14000000.0,0.19901141807547845,"(0.721, 1.442]",0.8176442168146266,"(13200004.7, 15400004.65]"
160512,NEW,Credit:Index:CDX:CDXHY,Trade,C,FC,5.0,42000000.0,0.02593611870335625,"(4.328, 5.049]",0.31904112251944144,"(41800004.05, 44000004.0]"
160529,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.3475,25000000.0,0.2352914207062938,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
160530,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.3475,25000000.0,0.2352914207062938,"(-0.0721, 0.721]",0.6217644297700896,"(24200004.45, 26400004.4]"
160556,NEW,Credit:Index:CDX:CDXHY,Trade,C,FC,5.0,5000000.0,0.02593611870335625,"(4.328, 5.049]",0.9779094971237934,"(4400004.9, 6600004.85]"
160557,NEW,Credit:Index:CDX:CDXIG,Trade,U,PC,0.6655,280000.0,0.22098191269190712,"(-0.0721, 0.721]",1.0619597330192674,"(-219994.995, 2200004.95]"
160589,CANCEL,Credit:Index:CDX:CDXIG,Trade,U,PC,0.730402,24000000.0,0.21806142310338597,"(0.721, 1.442]",0.6395716831377748,"(22000004.5, 24200004.45]"
